Sevilla, -, ESP
month,day,hour,Direct Norm Rad,
 , , ,(Wh/sq.m),
1,19,1,0.0,
1,19,2,0.0,
1,19,3,0.0,
1,19,4,0.0,
1,19,5,0.0,
1,19,6,0.0,
1,19,7,0.0,
1,19,8,0.0,
1,19,9,0.0,
1,19,10,337.0,
1,19,11,283.0,
1,19,12,315.0,
1,19,13,403.0,
1,19,14,539.0,
1,19,15,697.0,
1,19,16,640.0,
1,19,17,577.0,
1,19,18,347.0,
1,19,19,0.0,
1,19,20,0.0,
1,19,21,0.0,
1,19,22,0.0,
1,19,23,0.0,
1,19,24,0.0,
1,20,1,0.0,
1,20,2,0.0,
1,20,3,0.0,
1,20,4,0.0,
1,20,5,0.0,
1,20,6,0.0,
1,20,7,0.0,
1,20,8,0.0,
1,20,9,0.0,
1,20,10,56.0,
1,20,11,72.0,
1,20,12,182.0,
1,20,13,340.0,
1,20,14,403.0,
1,20,15,305.0,
1,20,16,145.0,
1,20,17,132.0,
1,20,18,176.0,
1,20,19,0.0,
1,20,20,0.0,
1,20,21,0.0,
1,20,22,0.0,
1,20,23,0.0,
1,20,24,0.0,
1,21,1,0.0,
1,21,2,0.0,
1,21,3,0.0,
1,21,4,0.0,
1,21,5,0.0,
1,21,6,0.0,
1,21,7,0.0,
1,21,8,0.0,
1,21,9,0.0,
1,21,10,523.0,
1,21,11,671.0,
1,21,12,753.0,
1,21,13,798.0,
1,21,14,817.0,
1,21,15,804.0,
1,21,16,763.0,
1,21,17,690.0,
1,21,18,558.0,
1,21,19,0.0,
1,21,20,0.0,
1,21,21,0.0,
1,21,22,0.0,
1,21,23,0.0,
1,21,24,0.0,
1,22,1,0.0,
1,22,2,0.0,
1,22,3,0.0,
1,22,4,0.0,
1,22,5,0.0,
1,22,6,0.0,
1,22,7,0.0,
1,22,8,0.0,
1,22,9,0.0,
1,22,10,388.0,
1,22,11,375.0,
1,22,12,529.0,
1,22,13,712.0,
1,22,14,731.0,
1,22,15,725.0,
1,22,16,649.0,
1,22,17,700.0,
1,22,18,558.0,
1,22,19,0.0,
1,22,20,0.0,
1,22,21,0.0,
1,22,22,0.0,
1,22,23,0.0,
1,22,24,0.0,
1,23,1,0.0,
